Famille;Sous famille;Désignation;Fournisseur;Fabricant;Ref fournisseur;tenu en stock;Conditionnement;Multiple cde;Unité Qte; Ancien Prix/U HT ;Prix/U HT;unité / prix;Coeff conversion;date prix
Profil Alu;;CLOSOIR EXTREMITE;ARCELOR (BERTON SICARD);INSTALLUX;632;Non;6,5;;;;;;;
profil alu;;CLOSOIR EXTREMITE;ARCELOR (BERTON SICARD);INSTALLUX;632/3;Non;3,2;;;;;;;
Profil Alu;;TRAV. CLOTURE DBL CLIP.;ARCELOR (BERTON SICARD);INSTALLUX;633;Non;6,5;;;;;;;
Profil Alu;;KIT MOTEUR INTEGRE AABIS;ARCELOR (BERTON SICARD);INSTALLUX;634;Non;1;;;;;;;
Profil Alu;;BARREAU 20X20;ARCELOR (BERTON SICARD);INSTALLUX;635;Non;6,5;;;;;;;
Profil Alu;;BARREAU 20X20;ARCELOR (BERTON SICARD);INSTALLUX;635/5;Non;5;;;;;;;
Profil Alu;;FESTON NON USINE;ARCELOR (BERTON SICARD);INSTALLUX;638;Non;6,5;;;;;;;
Profil Alu;EMBOUT;EMBOUT /MONTANT 623;ARCELOR (BERTON SICARD);INSTALLUX;653;Non;4;;;;;;;
Profil Alu;EMBOUT;EMBOUT /POTEAU 624;ARCELOR (BERTON SICARD);INSTALLUX;654;Non;2;;;;;;;
Profil Alu;EMBOUT;EMBOUT /MONTANT 625;ARCELOR (BERTON SICARD);INSTALLUX;655;Non;2;;;;;;;
Profil Alu;;PAIRE VOLUTE INTER;ARCELOR (BERTON SICARD);INSTALLUX;663;Non;1;;;;;;;
Profil Alu;;PAIRE VOLUTE CENTRALE;ARCELOR (BERTON SICARD);INSTALLUX;664;Non;1;;;;;;;
Profil Alu;EMBOUT;EMBOUT FLEUR DE LYS;ARCELOR (BERTON SICARD);INSTALLUX;665;Non;10;;;;;;;
Profil Alu;EMBOUT;EMBOUT BOULE;ARCELOR (BERTON SICARD);INSTALLUX;666;Non;10;;;;;;;
profil Alu;EMBOUT;EMBOUT FLECHE;ARCELOR (BERTON SICARD);INSTALLUX;667;Non;10;;;;;;;
Profil Alu;EMBOUT;EMBOUT ROND;ARCELOR (BERTON SICARD);INSTALLUX;668;Non;10;;;;;;;
profil alu;EMBOUT;EMBOUT DE LAME/612;ARCELOR (BERTON SICARD);INSTALLUX;669;Non;10;;;;;;;
profil Alu;;BUTEE ARRET AU SOL;ARCELOR (BERTON SICARD);INSTALLUX;678;Non;1;;;;;;;
Profil Alu;;REGULATEUR DE PENTE;ARCELOR (BERTON SICARD);INSTALLUX;679;Non;1;;;;;;;
profil Alu;EMBOUT;EMBOUT FINITION /626/641;ARCELOR (BERTON SICARD);INSTALLUX;680;Non;2;;;;;;;
Profil Alu;EMBOUT;EMBOUT /622;ARCELOR (BERTON SICARD);INSTALLUX;683;Non;1;;;;;;;
Profil Alu;;PAIRE VOLUTE SUPERIEURE;ARCELOR (BERTON SICARD);INSTALLUX;688;Non;1;;;;;;;
Profil Alu;;LIAISON 140/140;ARCELOR (BERTON SICARD);INSTALLUX;1011;Non;6;;;;;;;
Profil Alu;;BARREAU PORTILLON 140;ARCELOR (BERTON SICARD);INSTALLUX;1050;Non;6,5;;;;;;;
Profil Alu;;POIGNEE BANDEAU;ARCELOR (BERTON SICARD);INSTALLUX;1103;Non;6;;;;;;;
Profil Alu;;POIGNEE BANDEAU LG:996MM;ARCELOR (BERTON SICARD);INSTALLUX;1103/1;Non;1;;;;;;;
Profil Alu;EMBOUT;EMBOUT /318;ARCELOR (BERTON SICARD);INSTALLUX;1233;Non;1;;;;;;;
Profil Alu;EMBOUT;EMBOUT DECOUPE /1103;ARCELOR (BERTON SICARD);INSTALLUX;1618;Non;2;;;;;;;
Profil Alu;;POIGNEE POUSSOIR 250;ARCELOR (BERTON SICARD);INSTALLUX;1623;Non;1;;;;;;;
Profil Alu;;POIGNEE POUSSOIR 350;ARCELOR (BERTON SICARD);INSTALLUX;1624;Non;1;;;;;;;
Profil Alu;;POIGNEE POUSSOIR TUB.350;ARCELOR (BERTON SICARD);INSTALLUX;1641;Non;1;;;;;;;
Profil Alu;;PAUMELLE CLARIT LUXE;ARCELOR (BERTON SICARD);INSTALLUX;1700;Non;2;;;;;;;
Profil Alu;;PAUMELLE PORTE BOIS;ARCELOR (BERTON SICARD);INSTALLUX;1710;Non;2;;;;;;;
Profil Alu;;PAUMELLE PORTE ALU.BAGUE;ARCELOR (BERTON SICARD);INSTALLUX;1723;Non;2;;;;;;;
Profil Alu;;PAUMELLE PORTE ALU.ROULT;ARCELOR (BERTON SICARD);INSTALLUX;1724;Non;2;;;;;;;
Profil Alu;;PAUMELLE CHARIOT;ARCELOR (BERTON SICARD);INSTALLUX;1725;Non;1;;;;;;;
Profil Alu;;PAUMELLE EXTREM CHARIOT;ARCELOR (BERTON SICARD);INSTALLUX;1726;Non;1;;;;;;;
Profil Alu;;PAUMELLE GUIDE;ARCELOR (BERTON SICARD);INSTALLUX;1727;Non;1;;;;;;;
Profil Alu;;PAUMELLE EXTREM GUIDE;ARCELOR (BERTON SICARD);INSTALLUX;1728;Non;1;;;;;;;
Profil Alu;;PAUMELLE RENF.ECO.REGLA.;ARCELOR (BERTON SICARD);INSTALLUX;1760N;Non;1;;;;;;;
Profil Alu;;POIGNEE CUVETTE;ARCELOR (BERTON SICARD);INSTALLUX;1812;Non;1;;;;;;;
Profil Alu;;ARRET AU PIED;ARCELOR (BERTON SICARD);INSTALLUX;1817;Non;1;;;;;;;
Profil Alu;;BEQUILLE SIMPLE CARRE 8;ARCELOR (BERTON SICARD);INSTALLUX;1853N;Non;1;;;;;;;
Profil Alu;;BEQUILLE DOUBLE CARRE 8;ARCELOR (BERTON SICARD);INSTALLUX;1854N;Non;1;;;;;;;
Profil Alu;;BEQUILLE SIMPLE BOREALE;ARCELOR (BERTON SICARD);INSTALLUX;1859;Non;1;;;;;;;
Profil Alu;;BEQUILLE DBL CARRE 8MM;ARCELOR (BERTON SICARD);INSTALLUX;1860;Non;1;;;;;;;
Profil Alu;;BEQUILLE SPLE PORTE FLOW;ARCELOR (BERTON SICARD);INSTALLUX;1861;Non;1;;;;;;;
Profil Alu;;*BEQUILLE SIMPLE HORUS;ARCELOR (BERTON SICARD);INSTALLUX;1868;Non;1;;;;;;;
Profil Alu;;BEQUILLE PLATE HORUS;ARCELOR (BERTON SICARD);INSTALLUX;1870;Non;1;;;;;;;
Profil Alu;;*BEQUILLE OPERA SIMPLE;ARCELOR (BERTON SICARD);INSTALLUX;1874;Non;1;;;;;;;
Profil Alu;;LIAISON SECTION 50;ARCELOR (BERTON SICARD);INSTALLUX;5022;Non;6,5;;;;;;;
Profil Alu;;PROFIL LIAISON CAGES;ARCELOR (BERTON SICARD);INSTALLUX;5027;Non;6,5;;;;;;;
Profil Alu;;JONCTION RENFORCEE;ARCELOR (BERTON SICARD);INSTALLUX;5040;Non;6,5;;;;;;;
Profil Alu;;RAIDISSEUR 87X36;ARCELOR (BERTON SICARD);INSTALLUX;5041;Non;6,5;;;;;;;
Profil Alu;;RAIDISSEUR 65X36;ARCELOR (BERTON SICARD);INSTALLUX;5042;Non;6,5;;;;;;;
Profil Alu;PARCLOSE;PARCLOSE A VISSER;ARCELOR (BERTON SICARD);INSTALLUX;5048;Non;6,5;;;;;;;
Profil Alu;PARCLOSE;PARCLOSE A VISSER;ARCELOR (BERTON SICARD);INSTALLUX;5049;Non;6,5;;;;;;;
Profil Alu;PARCLOSE;PARCLOSE CLIP 8.5 LAQUEE;ARCELOR (BERTON SICARD);INSTALLUX;5051L;Non;6,5;;;;;;;
Profil Alu;PARCLOSE;PARCLOSE CLIPABLE 18.5;ARCELOR (BERTON SICARD);INSTALLUX;5053;Non;6,5;;;;;;;
Profil Alu;PARCLOSE;PARCLOSE CLIPABLE 23.5;ARCELOR (BERTON SICARD);INSTALLUX;5054;Non;6,5;;;;;;;
Profil Alu;Capot;CAPOT /5041/5042;ARCELOR (BERTON SICARD);INSTALLUX;5057;Non;6,5;;;;;;;
Profil Alu;;ELARGISSEUR DE FEUILLURE;ARCELOR (BERTON SICARD);INSTALLUX;5058;Non;6,5;;;;;;;
Profil Alu;;PROFIL DE DILATATION;ARCELOR (BERTON SICARD);INSTALLUX;5138;Non;6;;;;;;;
Profil Alu;;SEUIL PORTE;ARCELOR (BERTON SICARD);INSTALLUX;5144;Non;6,5;;;;;;;
Profil Alu;;SEUIL PORTE A BATTUE;ARCELOR (BERTON SICARD);INSTALLUX;5145;Non;6,5;;;;;;;
Profil Alu;;SEUIL PORTE 36.5MM;ARCELOR (BERTON SICARD);INSTALLUX;5146;Non;6;;;;;;;
Profil Alu;;SEUIL PTE VEC ALVEOV;ARCELOR (BERTON SICARD);INSTALLUX;5147;Non;6;;;;;;;
Profil Alu;;PRECADRE ISOLATION 135;ARCELOR (BERTON SICARD);INSTALLUX;5154;Non;6;;;;;;;
Profil Alu;;PRECADRE ISOLATION 160;ARCELOR (BERTON SICARD);INSTALLUX;5155;Non;6;;;;;;;
Profil Alu;;PRECADRE ISOLATION 100;ARCELOR (BERTON SICARD);INSTALLUX;5156;Non;6;;;;;;;
Profil Alu;;DORM.PRECADRE ISOL.100;ARCELOR (BERTON SICARD);INSTALLUX;5167TH;Non;6,5;;;;;;;
Profil Alu;;DORM.PRECADRE ISOL 100;ARCELOR (BERTON SICARD);INSTALLUX;5169TH;Non;6,5;;;;;;;
Profil Alu;;DORM. PRECADRE ISOL 120;ARCELOR (BERTON SICARD);INSTALLUX;5170TH;Non;6,5;;;;;;;
Profil Alu;;TAPEE 15;ARCELOR (BERTON SICARD);INSTALLUX;5190;Non;6;;;;;;;
Profil Alu;;TAPEE 25;ARCELOR (BERTON SICARD);INSTALLUX;5191;Non;6;;;;;;;
Profil Alu;;TAPEE 35;ARCELOR (BERTON SICARD);INSTALLUX;5192;Non;6;;;;;;;
Profil Alu;;TAPEE 45;ARCELOR (BERTON SICARD);INSTALLUX;5193;Non;6;;;;;;;
Profil Alu;;TAPEE 55;ARCELOR (BERTON SICARD);INSTALLUX;5194;Non;6;;;;;;;
Profil Alu;;TAPEE 65;ARCELOR (BERTON SICARD);INSTALLUX;5195;Non;6;;;;;;;
Profil Alu;;(*)DORMANT 50;ARCELOR (BERTON SICARD);INSTALLUX;5401TH;Non;6,5;;;;;;;
Profil Alu;;(*)DORM. A RECOUVREMENT;ARCELOR (BERTON SICARD);INSTALLUX;5402TH;Non;6,5;;;;;;;
Profil Alu;;DORMANT SS RECOUV. 64MM;ARCELOR (BERTON SICARD);INSTALLUX;5403TH;Non;6,5;;;;;;;
Profil Alu;;DORMANT 64;ARCELOR (BERTON SICARD);INSTALLUX;5404TH;Non;6,5;;;;;;;
Profil Alu;;(*)DORMANT 50;ARCELOR (BERTON SICARD);INSTALLUX;5405TH;Non;6,5;;;;;;;
Profil Alu;;(*)DORMANT 50;ARCELOR (BERTON SICARD);INSTALLUX;5406TH;Non;6,5;;;;;;;
Profil Alu;;DORMANT ITALIENNE;ARCELOR (BERTON SICARD);INSTALLUX;5407TH;Non;6,5;;;;;;;
Profil Alu;;DORM. ITALIERAPORTE;ARCELOR (BERTON SICARD);INSTALLUX;5408TH;Non;6,5;;;;;;;
Profil Alu;;DORM. INTEGRATIOMRID;ARCELOR (BERTON SICARD);INSTALLUX;5409TH;Non;6,5;;;;;;;
Profil Alu;;INVERSEUR DE FEUILLURE;ARCELOR (BERTON SICARD);INSTALLUX;5410TH;Non;6,5;;;;;;;
Profil Alu;;MENEAU 72;ARCELOR (BERTON SICARD);INSTALLUX;5411TH;Non;6,5;;;;;;;
Profil Alu;;MENEAU 168;ARCELOR (BERTON SICARD);INSTALLUX;5415TH;Non;6,5;;;;;;;
Profil Alu;;MENEAU RENFORCE 72;ARCELOR (BERTON SICARD);INSTALLUX;5416TH;Non;6,5;;;;;;;
Profil Alu;;MENEAU RENFORCE 99;ARCELOR (BERTON SICARD);INSTALLUX;5417TH;Non;6,5;;;;;;;
Profil Alu;;DORMANT 64;ARCELOR (BERTON SICARD);INSTALLUX;5418TH;Non;6,5;;;;;;;
Profil Alu;;DORMANT 64 A RECOUV.;ARCELOR (BERTON SICARD);INSTALLUX;5419TH;Non;6,5;;;;;;;
Profil Alu;;OUVRANT FRANCAISE 65;ARCELOR (BERTON SICARD);INSTALLUX;5421TH;Non;6,5;;;;;;;
Profil Alu;;OUVRANT FRANCAISE 79;ARCELOR (BERTON SICARD);INSTALLUX;5422TH;Non;6,5;;;;;;;
Profil Alu;;OUVRANT FRANCAISE 94;ARCELOR (BERTON SICARD);INSTALLUX;5423TH;Non;6,5;;;;;;;
Profil Alu;;OUVRANT FRANCAISE 65,5;ARCELOR (BERTON SICARD);INSTALLUX;5424TH;Non;6,5;;;;;;;
profil alu;;PROF.DORM. HT 63,8;ARCELOR (BERTON SICARD);INSTALLUX;5427TH;Non;6,5;;;;;;;
Profil Alu;;INTERM. BASCULANT;ARCELOR (BERTON SICARD);INSTALLUX;5428;Non;6,5;;;;;;;
