Famille;Sous famille;Désignation;Fournisseur;Fabricant;Ref fournisseur;tenu en stock;Conditionnement;Multiple cde;Unité Qte; Ancien Prix/U HT ;Prix/U HT;unité / prix;Coeff conversion;date prix
Accessoire;equerre;EQUERRE 13.3X33;ARCELOR (BERTON SICARD);INSTALLUX;5225;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 13.3X26;ARCELOR (BERTON SICARD);INSTALLUX;5226;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 27,1X26;ARCELOR (BERTON SICARD);INSTALLUX;5228;Non;8;;;;;;;
Accessoire;equerre;(*)EQUERRE 13.2X12.7;ARCELOR (BERTON SICARD);INSTALLUX;5230;Non;8;;;;;;;
Accessoire;equerre;EQUERRE DE MAINTIEN DA;ARCELOR (BERTON SICARD);INSTALLUX;5231;Non;4;;;;;;;
Accessoire;equerre;EQUERRE REGLAB.13.3X25.8;ARCELOR (BERTON SICARD);INSTALLUX;5266;Non;2;;;;;;;
Accessoire;equerre;EQUERRE REGLAB.27.1X25.8;ARCELOR (BERTON SICARD);INSTALLUX;5267;Non;2;;;;;;;
Accessoire;equerre;EQUERRE REGLAB.27.1X22.2;ARCELOR (BERTON SICARD);INSTALLUX;5268;Non;2;;;;;;;
Accessoire;equerre;(*EQUERRE REGL.13.3X22.2;ARCELOR (BERTON SICARD);INSTALLUX;5269;Non;2;;;;;;;
Accessoire;equerre;(*)EQUERRE 13.3X6.1;ARCELOR (BERTON SICARD);INSTALLUX;5270;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 27,1X22,2;ARCELOR (BERTON SICARD);INSTALLUX;5271;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 27,1X6,1;ARCELOR (BERTON SICARD);INSTALLUX;5272;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 41,8X25,5;ARCELOR (BERTON SICARD);INSTALLUX;5273;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 7X6,1;ARCELOR (BERTON SICARD);INSTALLUX;5274;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 19X6,1;ARCELOR (BERTON SICARD);INSTALLUX;5275;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 19X22,2;ARCELOR (BERTON SICARD);INSTALLUX;5276;Non;8;;;;;;;
Accessoire;equerre;EQUERRE VIS. 10,5X35;ARCELOR (BERTON SICARD);INSTALLUX;5277;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 27.1X33;ARCELOR (BERTON SICARD);INSTALLUX;5278;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 41.8X33;ARCELOR (BERTON SICARD);INSTALLUX;5279;Non;8;;;;;;;
Accessoire;equerre;EQUERRE DE MAINTIEN;ARCELOR (BERTON SICARD);INSTALLUX;5282;Non;100;;;;;;;
Accessoire;equerre;EQUERRE 15X22.2;ARCELOR (BERTON SICARD);INSTALLUX;5286;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 15X45.5;ARCELOR (BERTON SICARD);INSTALLUX;5287;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 41,6X22,2;ARCELOR (BERTON SICARD);INSTALLUX;5288;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 10,3X34,8;ARCELOR (BERTON SICARD);INSTALLUX;5289;Non;8;;;;;;;
Accessoire;equerre;(*EQUERRE REGL 13.3X12.5;ARCELOR (BERTON SICARD);INSTALLUX;5306;Non;2;;;;;;;
Accessoire;equerre;EQUERRE 15,4X45,6;ARCELOR (BERTON SICARD);INSTALLUX;5309;Non;8;;;;;;;
Accessoire;equerre;(*EQUERRE REGL.13,3X45,6;ARCELOR (BERTON SICARD);INSTALLUX;5314;Non;2;;;;;;;
Accessoire;equerre;EQUERRE REGLAB.27,1X45,6;ARCELOR (BERTON SICARD);INSTALLUX;5315;Non;2;;;;;;;
Accessoire;equerre;EQUERRE 41,8X6,1;ARCELOR (BERTON SICARD);INSTALLUX;5317;Non;4;;;;;;;
Accessoire;equerre;EQUERRE 19X42,5;ARCELOR (BERTON SICARD);INSTALLUX;5318;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 27,1X45,6;ARCELOR (BERTON SICARD);INSTALLUX;5319;Non;8;;;;;;;
Accessoire;equerre;EQUERRE VIS. 27,1X45,6;ARCELOR (BERTON SICARD);INSTALLUX;5331;Non;4;;;;;;;
Accessoire;equerre;EQUERRE REGLAB.15,4X45,5;ARCELOR (BERTON SICARD);INSTALLUX;5338;Non;2;;;;;;;
Accessoire;equerre;EQUERRE 135° 27,4X45;ARCELOR (BERTON SICARD);INSTALLUX;7111;Non;1;;;;;;;
Accessoire;equerre;EQUERRE 150° 27,4X45;ARCELOR (BERTON SICARD);INSTALLUX;7112;Non;1;;;;;;;
Accessoire;equerre;EQUERRE 180° 27,4X45;ARCELOR (BERTON SICARD);INSTALLUX;7113;Non;1;;;;;;;
Accessoire;equerre;EQUERRE D’ARETIER;ARCELOR (BERTON SICARD);INSTALLUX;7768;Non;4;;;;;;;
Accessoire;equerre;EQUERRE A V CAGE 27,1X49;ARCELOR (BERTON SICARD);INSTALLUX;8673;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 37,3 X 10,5MM;ARCELOR (BERTON SICARD);INSTALLUX;8850;Non;40;;;;;;;
Accessoire;equerre;EQUERRE 13.3X11.5;ARCELOR (BERTON SICARD);INSTALLUX;8902;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 12X41.1;ARCELOR (BERTON SICARD);INSTALLUX;8903;Non;24;;;;;;;
Accessoire;equerre;EQUERRE 13.3X54.5;ARCELOR (BERTON SICARD);INSTALLUX;8924;Non;12;;;;;;;
Accessoire;equerre;EQUERRE 13.3X24.4;ARCELOR (BERTON SICARD);INSTALLUX;8926;Non;12;;;;;;;
Accessoire;equerre;EQUERRE 10.5X37.3;ARCELOR (BERTON SICARD);INSTALLUX;8936;Non;24;;;;;;;
Accessoire;equerre;EQUERRE 19X13,5;ARCELOR (BERTON SICARD);INSTALLUX;8937;Non;4;;;;;;;
Accessoire;equerre;EQUERRE SERTIR 10.5X15.3;ARCELOR (BERTON SICARD);INSTALLUX;8959;Non;8;;;;;;;
Accessoire;equerre;(*)EQUERRE 13.3X45.5;ARCELOR (BERTON SICARD);INSTALLUX;9400;Non;8;;;;;;;
Accessoire;equerre;(*)EQUERRE 13,3X22,2;ARCELOR (BERTON SICARD);INSTALLUX;9401;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 13,3X29,2;ARCELOR (BERTON SICARD);INSTALLUX;9402;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 13,3X73,7;ARCELOR (BERTON SICARD);INSTALLUX;9403;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 13,3X39,7;ARCELOR (BERTON SICARD);INSTALLUX;9409;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 15X30,8;ARCELOR (BERTON SICARD);INSTALLUX;9411;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 15X15;ARCELOR (BERTON SICARD);INSTALLUX;9412;Non;8;;;;;;;
Accessoire;equerre;GAB. EQUERRE /9401;ARCELOR (BERTON SICARD);INSTALLUX;55063;Non;1;;;;;;;
Accessoire;equerre;GAB. EQUERRE;ARCELOR (BERTON SICARD);INSTALLUX;55079;Non;1;;;;;;;
Accessoire;equerre;GAB. EQUERRE;ARCELOR (BERTON SICARD);INSTALLUX;55080;Non;1;;;;;;;
Accessoire;equerre;EQUERRE D’ALIGNEMENT;ARCELOR (BERTON SICARD);INSTALLUX;460000;Non;100;;;;;;;
Accessoire;equerre;EQUERRE /15,4X8;ARCELOR (BERTON SICARD);INSTALLUX;460003;Non;8;;;;;;;
Accessoire;equerre;EQUERRE /15,4X20,2;ARCELOR (BERTON SICARD);INSTALLUX;460004;Non;4;;;;;;;
Accessoire;equerre;EQUERRE /15X29,2;ARCELOR (BERTON SICARD);INSTALLUX;460005;Non;8;;;;;;;
Accessoire;equerre;EQUERRE /41,8X8,8;ARCELOR (BERTON SICARD);INSTALLUX;460006;Non;8;;;;;;;
Accessoire;equerre;EQUERRE /41,8X29,2;ARCELOR (BERTON SICARD);INSTALLUX;460007;Non;8;;;;;;;
Accessoire;equerre;EQUERRE REGL. 19,6X41,8;ARCELOR (BERTON SICARD);INSTALLUX;460013;Non;2;;;;;;;
Accessoire;equerre;EQUERRE REGL. 20,2X27,1;ARCELOR (BERTON SICARD);INSTALLUX;460014;Non;2;;;;;;;
Accessoire;equerre;EQUERRE REGL. 15,4X29,2;ARCELOR (BERTON SICARD);INSTALLUX;460016;Non;2;;;;;;;
Accessoire;equerre;EQUERRE REGL. 15,4X8;ARCELOR (BERTON SICARD);INSTALLUX;460017;Non;2;;;;;;;
Accessoire;equerre;EQUERRE REGL. 15,4X20,2;ARCELOR (BERTON SICARD);INSTALLUX;460018;Non;2;;;;;;;
Accessoire;equerre;EQUERRE USINEE OUVR. ITA;ARCELOR (BERTON SICARD);INSTALLUX;460030;Non;2;;;;;;;
Accessoire;equerre;EQUERRE /27,1X8;ARCELOR (BERTON SICARD);INSTALLUX;460033;Non;4;;;;;;;
Accessoire;equerre;EQUERRE /27,1X20,2;ARCELOR (BERTON SICARD);INSTALLUX;460034;Non;4;;;;;;;
Accessoire;equerre;EQUERRE 10,5X8,5MM;ARCELOR (BERTON SICARD);INSTALLUX;460056;Non;4;;;;;;;
Accessoire;equerre;EQUERRE 10,3X33,1MM;ARCELOR (BERTON SICARD);INSTALLUX;460057;Non;4;;;;;;;
Accessoire;equerre;EQUERRE 10,3X8MM;ARCELOR (BERTON SICARD);INSTALLUX;460058;Non;4;;;;;;;
Accessoire;equerre;EQUERRE REGL.41.8X8;ARCELOR (BERTON SICARD);INSTALLUX;460064;Non;2;;;;;;;
Accessoire;equerre;EQUERRE REGL.41.8X29.2;ARCELOR (BERTON SICARD);INSTALLUX;460065;Non;2;;;;;;;
Accessoire;equerre;EQUERRE ALIGNEMENT;ARCELOR (BERTON SICARD);INSTALLUX;461008;Non;100;;;;;;;
Accessoire;equerre;EQUERRE 18,8X29,8MM;ARCELOR (BERTON SICARD);INSTALLUX;463015;Non;4;;;;;;;
Accessoire;equerre;EQUERRE 10,3X20MM;ARCELOR (BERTON SICARD);INSTALLUX;463016;Non;4;;;;;;;
Accessoire;equerre;EQUERRE 41,8X20,2 MOULEE;ARCELOR (BERTON SICARD);INSTALLUX;560000;Non;4;;;;;;;
Accessoire;equerre;EQUERRE OUV.41,8X19,6;ARCELOR (BERTON SICARD);INSTALLUX;560023;Non;4;;;;;;;
Accessoire;equerre;EQUERRE OUVR.FERME-P.ENC;ARCELOR (BERTON SICARD);INSTALLUX;560028;Non;1;;;;;;;
Accessoire;equerre;GABARIT PERCAGE EQUERRE;ARCELOR (BERTON SICARD);INSTALLUX;570010;Non;1;;;;;;;
Accessoire;equerre;EQUERRE DE FIXATION GO;ARCELOR (BERTON SICARD);INSTALLUX;620007;Non;6,5;;;;;;;
Accessoire;equerre;EQUERRE POUTRE PERGOLA;ARCELOR (BERTON SICARD);INSTALLUX;760029;Non;8;;;;;;;
Accessoire;equerre;EQUERRE POUTRE 180;ARCELOR (BERTON SICARD);INSTALLUX;760031;Non;2;;;;;;;
Accessoire;equerre;EQUERRE MAINTIEANGLE;ARCELOR (BERTON SICARD);INSTALLUX;760043;Non;4;;;;;;;
Accessoire;equerre;EQUERRE 19X24,8;ARCELOR (BERTON SICARD);INSTALLUX;960200;Non;4;;;;;;;
Accessoire;equerre;EQUERRE 19X16,4;ARCELOR (BERTON SICARD);INSTALLUX;960201;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 24,8X19;ARCELOR (BERTON SICARD);INSTALLUX;960202;Non;4;;;;;;;
Accessoire;equerre;EQUERRE 12,7 X 27,1;ARCELOR (BERTON SICARD);INSTALLUX;A50091;Non;4;;;;;;;
Accessoire;equerre;EQUERRE DE LISSE;ARCELOR (BERTON SICARD);INSTALLUX;351;Non;2;;;;;;;
Accessoire;equerre;EQUERRE 19X35,8;ARCELOR (BERTON SICARD);INSTALLUX;1199;Non;8;;;;;;;
Accessoire;equerre;EQUERRE PORTE 140;ARCELOR (BERTON SICARD);INSTALLUX;1201;Non;4;;;;;;;
Accessoire;equerre;EQUERRE REGLAB. 19X36;ARCELOR (BERTON SICARD);INSTALLUX;1202;Non;2;;;;;;;
Accessoire;equerre;EQUERRE PORTE /182-183;ARCELOR (BERTON SICARD);INSTALLUX;1218;Non;4;;;;;;;
Accessoire;equerre;EQUERRE ACIER PM;ARCELOR (BERTON SICARD);INSTALLUX;1285;Non;20;;;;;;;
Accessoire;equerre;EQUERRE ACIER GM;ARCELOR (BERTON SICARD);INSTALLUX;1286;Non;20;;;;;;;
Accessoire;equerre;EQUERRE ALUMINIUM PM;ARCELOR (BERTON SICARD);INSTALLUX;1288;Non;20;;;;;;;
Accessoire;equerre;EQUERRE REGLAB. S/140;ARCELOR (BERTON SICARD);INSTALLUX;1290;Non;10;;;;;;;
Accessoire;equerre;EQUERRE REGLAB. ECO/140;ARCELOR (BERTON SICARD);INSTALLUX;1291;Non;2;;;;;;;
Accessoire;equerre;EQUERRE REGLAB. EXT.;ARCELOR (BERTON SICARD);INSTALLUX;1293;Non;2;;;;;;;
Accessoire;equerre;EQUERRE /5191/92;ARCELOR (BERTON SICARD);INSTALLUX;5203;Non;10;;;;;;;
Accessoire;equerre;EQUERRE /5193/94/95;ARCELOR (BERTON SICARD);INSTALLUX;5204;Non;10;;;;;;;
Accessoire;equerre;EQUERRE 13.3X33;ARCELOR (BERTON SICARD);INSTALLUX;5225;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 13.3X26;ARCELOR (BERTON SICARD);INSTALLUX;5226;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 27,1X26;ARCELOR (BERTON SICARD);INSTALLUX;5228;Non;8;;;;;;;
Accessoire;equerre;(*)EQUERRE 13.2X12.7;ARCELOR (BERTON SICARD);INSTALLUX;5230;Non;8;;;;;;;
Accessoire;equerre;EQUERRE DE MAINTIEN DA;ARCELOR (BERTON SICARD);INSTALLUX;5231;Non;4;;;;;;;
Accessoire;equerre;EQUERRE REGLAB.13.3X25.8;ARCELOR (BERTON SICARD);INSTALLUX;5266;Non;2;;;;;;;
Accessoire;equerre;EQUERRE REGLAB.27.1X25.8;ARCELOR (BERTON SICARD);INSTALLUX;5267;Non;2;;;;;;;
Accessoire;equerre;EQUERRE REGLAB.27.1X22.2;ARCELOR (BERTON SICARD);INSTALLUX;5268;Non;2;;;;;;;
Accessoire;equerre;(*EQUERRE REGL.13.3X22.2;ARCELOR (BERTON SICARD);INSTALLUX;5269;Non;2;;;;;;;
Accessoire;equerre;(*)EQUERRE 13.3X6.1;ARCELOR (BERTON SICARD);INSTALLUX;5270;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 27,1X22,2;ARCELOR (BERTON SICARD);INSTALLUX;5271;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 27,1X6,1;ARCELOR (BERTON SICARD);INSTALLUX;5272;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 41,8X25,5;ARCELOR (BERTON SICARD);INSTALLUX;5273;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 7X6,1;ARCELOR (BERTON SICARD);INSTALLUX;5274;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 19X6,1;ARCELOR (BERTON SICARD);INSTALLUX;5275;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 19X22,2;ARCELOR (BERTON SICARD);INSTALLUX;5276;Non;8;;;;;;;
Accessoire;equerre;EQUERRE VIS. 10,5X35;ARCELOR (BERTON SICARD);INSTALLUX;5277;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 27.1X33;ARCELOR (BERTON SICARD);INSTALLUX;5278;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 41.8X33;ARCELOR (BERTON SICARD);INSTALLUX;5279;Non;8;;;;;;;
Accessoire;equerre;EQUERRE DE MAINTIEN;ARCELOR (BERTON SICARD);INSTALLUX;5282;Non;100;;;;;;;
Accessoire;equerre;EQUERRE 15X22.2;ARCELOR (BERTON SICARD);INSTALLUX;5286;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 15X45.5;ARCELOR (BERTON SICARD);INSTALLUX;5287;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 41,6X22,2;ARCELOR (BERTON SICARD);INSTALLUX;5288;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 10,3X34,8;ARCELOR (BERTON SICARD);INSTALLUX;5289;Non;8;;;;;;;
Accessoire;equerre;(*EQUERRE REGL.13,3X45,6;ARCELOR (BERTON SICARD);INSTALLUX;5314;Non;2;;;;;;;
Accessoire;equerre;EQUERRE REGLAB.27,1X45,6;ARCELOR (BERTON SICARD);INSTALLUX;5315;Non;2;;;;;;;
Accessoire;equerre;EQUERRE 19X42,5;ARCELOR (BERTON SICARD);INSTALLUX;5318;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 27,1X45,6;ARCELOR (BERTON SICARD);INSTALLUX;5319;Non;8;;;;;;;
Accessoire;equerre;EQUERRE VIS. 27,1X45,6;ARCELOR (BERTON SICARD);INSTALLUX;5331;Non;4;;;;;;;
Accessoire;equerre;EQUERRE 135° 27,4X45;ARCELOR (BERTON SICARD);INSTALLUX;7111;Non;1;;;;;;;
Accessoire;equerre;EQUERRE 150° 27,4X45;ARCELOR (BERTON SICARD);INSTALLUX;7112;Non;1;;;;;;;
Accessoire;equerre;EQUERRE 180° 27,4X45;ARCELOR (BERTON SICARD);INSTALLUX;7113;Non;1;;;;;;;
Accessoire;equerre;EQUERRE A V CAGE 27,1X49;ARCELOR (BERTON SICARD);INSTALLUX;8673;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 37,3 X 10,5MM;ARCELOR (BERTON SICARD);INSTALLUX;8850;Non;40;;;;;;;
Accessoire;equerre;EQUERRE 13.3X11.5;ARCELOR (BERTON SICARD);INSTALLUX;8902;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 13.3X54.5;ARCELOR (BERTON SICARD);INSTALLUX;8924;Non;12;;;;;;;
Accessoire;equerre;EQUERRE 13.3X24.4;ARCELOR (BERTON SICARD);INSTALLUX;8926;Non;12;;;;;;;
Accessoire;equerre;EQUERRE 10.5X37.3;ARCELOR (BERTON SICARD);INSTALLUX;8936;Non;24;;;;;;;
Accessoire;equerre;EQUERRE 19X13,5;ARCELOR (BERTON SICARD);INSTALLUX;8937;Non;4;;;;;;;
Accessoire;equerre;EQUERRE SERTIR 10.5X15.3;ARCELOR (BERTON SICARD);INSTALLUX;8959;Non;8;;;;;;;
Accessoire;equerre;(*)EQUERRE 13.3X45.5;ARCELOR (BERTON SICARD);INSTALLUX;9400;Non;8;;;;;;;
Accessoire;equerre;(*)EQUERRE 13,3X22,2;ARCELOR (BERTON SICARD);INSTALLUX;9401;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 13,3X29,2;ARCELOR (BERTON SICARD);INSTALLUX;9402;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 13,3X73,7;ARCELOR (BERTON SICARD);INSTALLUX;9403;Non;8;;;;;;;
Accessoire;equerre;EQUERRE 13,3X39,7;ARCELOR (BERTON SICARD);INSTALLUX;9409;Non;8;;;;;;;
Accessoire;equerre;GAB. EQUERRE /9401;ARCELOR (BERTON SICARD);INSTALLUX;55063;Non;1;;;;;;;
Accessoire;equerre;GAB. EQUERRE;ARCELOR (BERTON SICARD);INSTALLUX;55079;Non;1;;;;;;;
Accessoire;equerre;GAB. EQUERRE;ARCELOR (BERTON SICARD);INSTALLUX;55080;Non;1;;;;;;;
Accessoire;equerre;EQUERRE D’ALIGNEMENT;ARCELOR (BERTON SICARD);INSTALLUX;460000;Non;100;;;;;;;
Accessoire;equerre;EQUERRE /15,4X8;ARCELOR (BERTON SICARD);INSTALLUX;460003;Non;8;;;;;;;
Accessoire;equerre;EQUERRE /15,4X20,2;ARCELOR (BERTON SICARD);INSTALLUX;460004;Non;4;;;;;;;
Accessoire;equerre;EQUERRE /15X29,2;ARCELOR (BERTON SICARD);INSTALLUX;460005;Non;8;;;;;;;
Accessoire;equerre;EQUERRE /41,8X8,8;ARCELOR (BERTON SICARD);INSTALLUX;460006;Non;8;;;;;;;
Accessoire;equerre;EQUERRE /41,8X29,2;ARCELOR (BERTON SICARD);INSTALLUX;460007;Non;8;;;;;;;
Accessoire;equerre;EQUERRE /27,1X8;ARCELOR (BERTON SICARD);INSTALLUX;460033;Non;4;;;;;;;
Accessoire;;EQUERRE /27,1X20,2;ARCELOR (BERTON SICARD);INSTALLUX;460034;Non;4;;;;;;;
JOUE;EMBOUT;EMBOUT CHENEAU 7606+7603;ARCELOR (BERTON SICARD);INSTALLUX;7734;Non;1;;;;;;;
GABARIT;;GABARIT PERCAGE PLINTHE;ARCELOR (BERTON SICARD);INSTALLUX;50186;Non;1;;;;;;;
GUIDE;;GUIDE CREMONE PLINTHE;ARCELOR (BERTON SICARD);INSTALLUX;550073;Non;1;;;;;;;
Profil Alu;Obturateur;Obturateur vitrage;ARCELOR (BERTON SICARD);INSTALLUX;7045;non;6,5;;;;;;;
Profil Alu;Poteau;Poteau;ARCELOR (BERTON SICARD);INSTALLUX;7190/4TH;non;4;;;;;;;
Profil Alu;PARCLOSE;PARCLOSE REMPL.28/32;ARCELOR (BERTON SICARD);INSTALLUX;7218;Non;6,5;1;barre; 13,19 ;15,28;barre;;
Profil Alu;REHAUSSE;REHAUSSE MOULUREE DC 104;ARCELOR (BERTON SICARD);INSTALLUX;7603;Non;6,5;1;barre;;68,01;barre;;
Profil Alu;Chevron;CHEVRON 106MM;ARCELOR (BERTON SICARD);INSTALLUX;#REF!;Non;#REF!;1;barre;;;barre;;
Profil Alu;Bavette;Bavette;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);7639;Non;6,5;;;;;;;
;Profil Alu;INTERCALAIRE PVC REMP32;ARCELOR (BERTON SICARD);INSTALLUX;#REF!;Non;#REF!;1;barre;;;barre;;
;Profil Alu;OBTURATEUR;ARCELOR (BERTON SICARD);INSTALLUX;#REF!;Non;#REF!;1;barre;;;barre;;
Profil Alu;Capot;CAPOT FAITIERE;ARCELOR (BERTON SICARD);INSTALLUX;7689;Non;6,5;1;barre;;25,34;barre;;
Profil Alu;Capot;CAPOT VISSE 39;ARCELOR (BERTON SICARD);INSTALLUX;#REF!;Non;#REF!;1;barre;;;barre;;
;Profil Alu;JOINT ASSISE 7;ARCELOR (BERTON SICARD);INSTALLUX;#REF!;Non;#REF!;1;barre;;;barre;;
;profil alu;Règle de macon;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);2144879;Non;6.5;1;UN;;94,18;UN;;
;Profil Alu;POTEAU D’ANGLE 76X116;ARCELOR (BERTON SICARD);INSTALLUX;7050/4TH;Non;4,8;1;barre;;131,69;Barre;;
Profil Alu;Capot;CAPOT 66;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);7053/4;Non;4,8;1;UN;;;UN;;
Profil Alu;Chevron;"Chevron ""T"" thermique (7305TH)";ARCELOR (BERTON SICARD);INSTALLUX;7305/4TH;Non;4,7;1;barre;;;barre;;
Profil Alu;Chevron;"Chevron ""T"" thermique (7305TH)";ARCELOR (BERTON SICARD);INSTALLUX;7305TH;Non;6,5;1;barre;;;barre;;
Profil Alu;Chevron;"Chevron ""T"" thermique (7308TH)";ARCELOR (BERTON SICARD);INSTALLUX;7308/4TH;Non;4,7;1;barre;;76,37;barre;;
Profil Alu;Chevron;"Chevron ""T"" thermique (7308TH)";ARCELOR (BERTON SICARD);INSTALLUX;7308TH;Non;6,5;1;barre;;105,62;barre;;
Profil Alu;Faitiere;FAITIERE RPT;ARCELOR (BERTON SICARD);INSTALLUX;7645TH;Non;6,5;1;barre;;85,40;barre;;
Profil Alu;Cheneau;SABLIERE CHENEAU;ARCELOR (BERTON SICARD);INSTALLUX;7760/4TH;Non;4,5;1;barre;;121,22;barre;;
Profil Alu;Cheneau;SABLIERE CHENEAU;ARCELOR (BERTON SICARD);INSTALLUX;7760TH;Non;6,5;1;barre;;175,09;barre;;
Profil Alu;Corniéres;CORNIERE 100X100X2;ARCELOR (BERTON SICARD);INSTALLUX;L1001002;Non;6,5;1;Barre;;47,64;Barre;;
;;Cornière alu 100 x 30 mm ep 1,8;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);L100X30;Non;6,5;1;UN;;40,60;UN;;
;;Cornière alu 100 x 50 mm ep 1,8;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);L100X50;Non;6,5;1;UN;;;UN;;
;;Cornière alu 50 x 30 mm ep 1,8;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);L40X20;Non;6,5;1;UN;;51,09;UN;;
;;Cornière alu 60 x 40 mm ep 1,8;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);L60X40;Non;6,5;1;UN;;23,66;UN;;
;;Cornière alu 60 x 30 mm ep 1,8;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);L60X30;non;6,5;1;UN;;;UN;;
;;Cornière alu 65 x 10 mm ep 2;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);L6510x2;non;6,5;1;UN;;;UN;;
Profil Alu;Tube;Tube 40 x 20 x 2;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);;Non;6,5;1;barre;;;barre;;
Profil Alu;Tube;Tube Alu 50 x 30 mm ep 1,8;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);T50X30;Non;6,5;1;UN;;35,95;UN;;
Profil Alu;Tube;Tube Alu 50 x 50 mm ep 1,8;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);T50X50;Non;6.5;1;UN;;;UN;;
Profil Alu;Corniéres;CORNIERE 50X30X2;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);L5030X2;Non;6,5;1;Barre;;;Barre;;
;;DORMANT 50MM FOND PLAT;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);5504Th;Non;6,5;1;un;;77,47;un;;
;;LIAISO110X31;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);7055TH;Non;;1;UN;;;;;
Profil Alu;Plat Alu;MEPLAT 80X2;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);PL80x2;Non;6,5;1;barre;;;barre;;
Profil Alu;Plat Alu;MEPLAT 30X2;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);PL30X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Plat Alu;MEPLAT 60X2;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);PL60X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Plat Alu;MEPLAT 40X2;ARCELOR (BERTON SICARD);INSTALLUX;PL40X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Plat Alu;MEPLAT 20X2;ARCELOR (BERTON SICARD);INSTALLUX;PL20X2;Non;6,5;1;Barre;;;Barre;;
;;MENEAU 99mm ;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);5412th;Non;6,5;1;un;;106,39;un;;
;Cheneau;RENFORT SABLIERE BRUT;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);7026;n;6,5;1;barre;;;barre;;
Profil Alu;Faitiere;FAITIERE DECALEE 32/67;ARCELOR (BERTON SICARD);Berton Sicard ( Arcelor mittal);7652th;Non;6,5;1;UN; 134,42 ;118,50;UN;;sept-21
;;POTEAU D’ANGLE 76X116;ARCELOR (BERTON SICARD);INSTALLUX;7050TH;Non;6,5;1;barre;;;Barre;;
